Date,Harga Ladang
12/29/2008,0.3
1/5/2009,0.31
1/12/2009,0.3
1/19/2009,0.3
1/26/2009,0.3
2/2/2009,0.3
2/9/2009,0.3
2/16/2009,0.31
2/22/2009,0.3
3/2/2009,0.3
3/9/2009,0.29
3/16/2009,0.28
3/23/2009,0.29
3/30/2009,0.28
4/6/2009,0.27
4/13/2009,0.27
4/20/2009,0.27
4/27/2009,0.27
5/4/2009,0.27
5/11/2009,0.28
5/18/2009,0.29
5/25/2009,0.29
6/1/2009,0.27
6/8/2009,0.29
6/15/2009,0.3
6/22/2009,0.29
6/29/2009,0.3
7/6/2009,0.3
7/13/2009,0.3
7/20/2009,0.3
7/27/2009,0.3
8/3/2009,0.31
8/10/2009,0.31
8/17/2009,0.31
8/24/2009,0.3
8/31/2009,0.3
9/7/2009,0.29
9/14/2009,0.29
9/21/2009,0.29
9/28/2009,0.28
10/5/2009,0.27
10/12/2009,0.27
10/19/2009,0.26
10/26/2009,0.27
11/2/2009,0.27
11/9/2009,0.28
11/16/2009,0.28
11/23/2009,0.29
11/30/2009,0.3
12/7/2009,0.3
12/14/2009,0.3
12/21/2009,0.3
12/28/2009,0.3
1/4/2010,0.3
1/11/2010,0.3
1/18/2010,0.3
1/25/2010,0.3
2/1/2010,0.29
2/8/2010,0.28
2/15/2010,0.28
2/22/2010,0.29
3/1/2010,0.28
3/8/2010,0.28
3/15/2010,0.28
3/22/2010,0.28
3/29/2010,0.28
4/5/2010,0.28
4/12/2010,0.28
4/19/2010,0.28
4/25/2010,0.28
5/3/2010,0.28
5/10/2010,0.28
5/17/2010,0.28
5/24/2010,0.29
5/31/2010,0.29
6/7/2010,0.3
6/14/2010,0.3
6/21/2010,0.3
6/28/2010,0.29
7/5/2010,0.31
7/12/2010,0.31
7/19/2010,0.31
7/26/2010,0.31
8/2/2010,0.31
8/9/2010,0.31
8/16/2010,0.31
8/23/2010,0.31
8/30/2010,0.3
9/6/2010,0.3
9/13/2010,0.3
9/20/2010,0.3
9/27/2010,0.29
10/4/2010,0.28
10/11/2010,0.29
10/18/2010,0.3
10/25/2010,0.31
11/1/2010,0.31
11/8/2010,0.31
11/15/2010,0.32
11/22/2010,0.32
11/29/2010,0.32
12/6/2010,0.32
12/13/2010,0.32
12/20/2010,0.32
12/27/2010,0.32
1/3/2011,0.32
1/10/2011,0.32
1/17/2011,0.32
1/24/2011,0.32
1/31/2011,0.32
2/7/2011,0.32
2/14/2011,0.32
2/21/2011,0.32
2/28/2011,0.32
3/7/2011,0.32
3/14/2011,0.32
3/21/2011,0.32
3/28/2011,0.31
4/4/2011,0.31
4/11/2011,0.32
4/18/2011,0.32
4/25/2011,0.32
5/2/2011,0.32
5/9/2011,0.32
5/16/2011,0.32
5/23/2011,0.31
5/30/2011,0.31
6/6/2011,0.31
6/13/2011,0.32
6/20/2011,0.32
6/27/2011,0.32
7/4/2011,0.33
7/11/2011,0.33
7/18/2011,0.33
7/25/2011,0.33
8/1/2011,0.33
8/8/2011,0.33
8/15/2011,0.32
8/22/2011,0.32
8/29/2011,0.33
9/5/2011,0.31
9/12/2011,0.3
9/19/2011,0.29
9/26/2011,0.3
10/3/2011,0.31
10/10/2011,0.32
10/17/2011,0.32
10/24/2011,0.33
10/31/2011,0.33
11/7/2011,0.34
11/14/2011,0.34
11/21/2011,0.34
11/28/2011,0.33
12/5/2011,0.33
12/12/2011,0.33
12/19/2011,0.33
12/26/2011,0.33
1/2/2012,0.33
1/9/2012,0.33
1/16/2012,0.33
1/23/2012,0.32
1/30/2012,0.33
2/6/2012,0.33
2/13/2012,0.32
2/20/2012,0.32
2/27/2012,0.31
3/5/2012,0.31
3/12/2012,0.31
3/19/2012,0.29
3/26/2012,0.3
4/2/2012,0.3
4/9/2012,0.28
4/16/2012,0.28
4/23/2012,0.29
4/30/2012,0.29
5/7/2012,0.29
5/14/2012,0.29
5/21/2012,0.3
5/28/2012,0.3
6/4/2012,0.3
6/11/2012,0.3
6/18/2012,0.3
6/25/2012,0.3
7/2/2012,0.3
7/9/2012,0.31
7/16/2012,0.31
7/23/2012,0.31
7/30/2012,0.3
8/6/2012,0.3
8/13/2012,0.31
8/20/2012,0.31
8/27/2012,0.31
9/3/2012,0.31
9/10/2012,0.31
9/17/2012,0.32
9/24/2012,0.33
10/1/2012,0.33
10/8/2012,0.33
10/15/2012,0.33
10/22/2012,0.34
10/29/2012,0.34
11/5/2012,0.33
11/12/2012,0.32
11/19/2012,0.33
11/26/2012,0.33
12/3/2012,0.32
12/10/2012,0.32
12/17/2012,0.33
12/24/2012,0.33
12/31/2012,0.34
1/7/2013,0.34
1/14/2013,0.34
1/21/2013,0.35
1/28/2013,0.35
2/4/2013,0.34
2/11/2013,0.33
2/18/2013,0.34
2/25/2013,0.33
3/4/2013,0.34
3/11/2013,0.34
3/18/2013,0.34
3/25/2013,0.34
4/1/2013,0.34
4/8/2013,0.33
4/15/2013,0.34
4/22/2013,0.34
4/29/2013,0.34
5/6/2013,0.34
5/13/2013,0.34
5/20/2013,0.34
5/27/2013,0.34
6/3/2013,0.35
6/10/2013,0.35
6/17/2013,0.34
6/24/2013,0.34
7/1/2013,0.34
7/8/2013,0.34
7/15/2013,0.34
7/22/2013,0.35
7/29/2013,0.34
8/5/2013,0.34
8/12/2013,0.33
8/19/2013,0.33
8/26/2013,0.33
9/2/2013,0.34
9/9/2013,0.34
9/16/2013,0.34
9/23/2013,0.34
9/30/2013,0.34
10/7/2013,0.34
10/14/2013,0.35
10/21/2013,0.35
10/28/2013,0.34
11/4/2013,0.34
11/11/2013,0.35
11/18/2013,0.35
11/25/2013,0.35
12/2/2013,0.35
12/9/2013,0.35
12/16/2013,0.35
12/23/2013,0.34
12/30/2013,0.35
1/6/2014,0.35
1/13/2014,0.35
1/20/2014,0.35
1/27/2014,0.34
2/3/2014,0.33
2/10/2014,0.35
2/17/2014,0.35
2/24/2014,0.35
3/3/2014,0.35
3/10/2014,0.34
3/17/2014,0.35
3/24/2014,0.34
3/31/2014,0.34
4/7/2014,0.34
4/14/2014,0.33
4/21/2014,0.33
4/28/2014,0.33
5/5/2014,0.33
5/12/2014,0.34
5/19/2014,0.34
5/26/2014,0.35
6/2/2014,0.35
6/9/2014,0.35
6/16/2014,0.35
6/23/2014,0.35
6/30/2014,0.35
7/7/2014,0.35
7/14/2014,0.35
7/21/2014,0.33
7/28/2014,0.32
8/4/2014,0.34
8/11/2014,0.34
8/18/2014,0.34
8/25/2014,0.34
9/1/2014,0.34
9/8/2014,0.34
9/15/2014,0.34
9/22/2014,0.34
9/29/2014,0.34
10/6/2014,0.34
10/13/2014,0.35
10/20/2014,0.33
10/27/2014,0.34
11/3/2014,0.35
11/10/2014,0.36
11/17/2014,0.36
11/24/2014,0.36
12/1/2014,0.37
12/8/2014,0.37
12/15/2014,0.38
12/22/2014,0.36
12/29/2014,0.39
1/5/2015,0.39
1/12/2015,0.39
1/19/2015,0.39
1/26/2015,0.39
2/2/2015,0.39
2/9/2015,0.38
2/16/2015,0.35
2/23/2015,0.37
3/2/2015,0.39
3/9/2015,0.38
3/16/2015,0.37
3/23/2015,0.36
3/30/2015,0.35
4/6/2015,0.36
4/13/2015,0.36
4/20/2015,0.35
4/27/2015,0.35
5/4/2015,0.36
5/11/2015,0.35
5/18/2015,0.34
5/25/2015,0.34
6/1/2015,0.34
6/8/2015,0.34
6/15/2015,0.34
6/22/2015,0.34
6/29/2015,0.34
7/6/2015,0.33
7/13/2015,0.33
7/20/2015,0.33
7/27/2015,0.33
8/3/2015,0.33
8/10/2015,0.34
8/17/2015,0.34
8/24/2015,0.34
8/31/2015,0.34
9/7/2015,0.35
9/14/2015,0.35
9/21/2015,0.35
9/28/2015,0.35
10/5/2015,0.36
10/12/2015,0.36
10/19/2015,0.36
10/26/2015,0.36
11/2/2015,0.36
11/9/2015,0.35
11/16/2015,0.35
11/23/2015,0.35
11/30/2015,0.35
12/7/2015,0.35
12/14/2015,0.35
12/21/2015,0.35
12/28/2015,0.34
1/4/2016,0.34
1/11/2016,0.34
1/18/2016,0.34
1/25/2016,0.34
2/1/2016,0.35
2/8/2016,0.34
2/15/2016,0.34
2/22/2016,0.34
2/29/2016,0.34
3/7/2016,0.34
3/14/2016,0.34
3/21/2016,0.34
3/28/2016,0.34
4/4/2016,0.33
4/11/2016,0.33
4/18/2016,0.33
4/25/2016,0.33
5/2/2016,0.34
5/9/2016,0.34
5/16/2016,0.36
5/23/2016,0.36
5/30/2016,0.36
6/6/2016,0.36
6/13/2016,0.35
6/20/2016,0.34
6/27/2016,0.34
7/4/2016,0.34
7/11/2016,0.34
7/18/2016,0.34
7/25/2016,0.34
8/1/2016,0.34
8/8/2016,0.35
8/15/2016,0.35
8/22/2016,0.35
8/29/2016,0.35
9/5/2016,0.35
9/12/2016,0.35
9/19/2016,0.35
9/26/2016,0.35
10/3/2016,0.35
10/10/2016,0.36
10/17/2016,0.35
10/24/2016,0.34
10/31/2016,0.34
11/7/2016,0.34
11/14/2016,0.34
11/21/2016,0.34
11/28/2016,0.34
12/5/2016,0.34
12/12/2016,0.34
12/19/2016,0.34
12/26/2016,0.34
1/2/2017,0.34
1/9/2017,0.34
1/16/2017,0.34
1/23/2017,0.34
1/30/2017,0.34
2/6/2017,0.34
2/13/2017,0.34
2/20/2017,0.34
2/27/2017,0.34
3/6/2017,0.34
3/13/2017,0.34
3/20/2017,0.33
3/27/2017,0.32
4/3/2017,0.32
4/10/2017,0.32
4/17/2017,0.32
4/24/2017,0.32
5/1/2017,0.32
5/8/2017,0.32
5/15/2017,0.33
5/22/2017,0.33
5/29/2017,0.33
6/5/2017,0.33
6/12/2017,0.33
6/19/2017,0.33
6/26/2017,0.33
7/3/2017,0.33
7/10/2017,0.33
7/17/2017,0.33
7/24/2017,0.33
7/31/2017,0.33
8/7/2017,0.33
8/14/2017,0.33
8/21/2017,0.33
8/28/2017,0.34
9/4/2017,0.34
9/11/2017,0.35
9/18/2017,0.36
9/25/2017,0.35
10/2/2017,0.35
10/9/2017,0.34
10/16/2017,0.34
10/23/2017,0.34
10/30/2017,0.34
11/6/2017,0.34
11/13/2017,0.34
11/20/2017,0.34
11/27/2017,0.35
12/4/2017,0.35
12/11/2017,0.35
12/18/2017,0.35
12/25/2017,0.34
1/1/2018,0.35
1/8/2018,0.35
1/15/2018,0.36
1/22/2018,0.35
1/29/2018,0.35
2/5/2018,0.35
2/12/2018,0.34
2/19/2018,0.35
2/26/2018,0.34
3/5/2018,0.34
3/12/2018,0.34
3/19/2018,0.33
3/26/2018,0.33
4/2/2018,0.32
4/9/2018,0.32
4/16/2018,0.31
4/23/2018,0.32
4/30/2018,0.32
5/7/2018,0.33
5/14/2018,0.33
5/21/2018,0.33
5/28/2018,0.34
6/4/2018,0.34
6/11/2018,0.33
6/18/2018,0.33
6/25/2018,0.33
7/2/2018,0.33
7/9/2018,0.33
7/16/2018,0.33
7/23/2018,0.33
7/30/2018,0.33
8/6/2018,0.33
8/13/2018,0.34
8/20/2018,0.34
8/27/2018,0.35
9/3/2018,0.35
9/10/2018,0.36
9/17/2018,0.36
9/24/2018,0.36
10/1/2018,0.36
10/8/2018,0.36
10/15/2018,0.36
10/22/2018,0.36
10/29/2018,0.36
11/5/2018,0.35
11/12/2018,0.36
11/19/2018,0.36
11/26/2018,0.38
12/3/2018,0.38
12/10/2018,0.4
12/17/2018,0.39
12/24/2018,0.39
12/31/2018,0.39
1/7/2019,0.39
1/14/2019,0.39
1/21/2019,0.39
1/28/2019,0.39
2/4/2019,0.39
2/11/2019,0.4
2/18/2019,0.4
2/25/2019,0.4
3/4/2019,0.39
3/11/2019,0.39
3/18/2019,0.39
3/25/2019,0.39
4/1/2019,0.37
4/8/2019,0.35
4/15/2019,0.36
4/22/2019,0.36
4/29/2019,
5/6/2019,
5/13/2019,
5/20/2019,
5/27/2019,
6/3/2019,
6/10/2019,
6/17/2019,
6/24/2019,0.36
7/1/2019,0.36
7/8/2019,0.36
7/15/2019,0.35
7/22/2019,0.35
7/29/2019,0.35
8/5/2019,0.36
8/12/2019,0.36
8/19/2019,0.37
8/26/2019,0.37
9/2/2019,
9/9/2019,0.37
9/16/2019,0.37
9/23/2019,0.37
9/30/2019,0.37
10/7/2019,0.37
10/14/2019,0.37
10/21/2019,0.36
10/28/2019,0.36
11/4/2019,0.36
11/11/2019,
11/18/2019,
11/25/2019,
12/2/2019,0.34
12/9/2019,0.34
12/16/2019,0.34
12/23/2019,0.35
12/30/2019,0.35
1/6/2020,0.33
1/13/2020,0.33
1/20/2020,0.33
1/27/2020,0.33
2/3/2020,0.33
2/10/2020,0.33
2/17/2020,0.33
2/24/2020,0.33
3/2/2020,0.35
3/9/2020,0.33
3/16/2020,0.33
3/23/2020,0.33
