Date,Harga Ladang
1/11/2016,0.33
1/18/2016,0.33
1/25/2016,0.33
2/1/2016,0.33
2/8/2016,0.33
2/15/2016,0.33
2/22/2016,0.33
2/29/2016,0.33
3/7/2016,0.33
3/14/2016,0.33
3/21/2016,0.33
3/28/2016,0.33
4/4/2016,0.32
4/11/2016,0.32
4/18/2016,0.32
4/25/2016,0.32
5/2/2016,0.33
5/9/2016,0.33
5/16/2016,0.34
5/23/2016,0.34
5/30/2016,0.35
6/6/2016,0.35
6/13/2016,0.34
6/20/2016,0.33
6/27/2016,0.33
7/4/2016,0.33
7/11/2016,0.33
7/18/2016,0.32
7/25/2016,0.32
8/1/2016,0.33
8/8/2016,0.34
8/15/2016,0.34
8/22/2016,0.34
8/29/2016,0.34
9/5/2016,0.34
9/12/2016,0.34
9/19/2016,0.34
9/26/2016,0.34
10/3/2016,0.34
10/10/2016,0.35
10/17/2016,0.33
10/24/2016,0.33
10/31/2016,0.33
11/7/2016,0.33
11/14/2016,0.33
11/21/2016,0.33
11/28/2016,0.33
12/5/2016,0.33
12/12/2016,0.33
12/19/2016,0.33
12/26/2016,0.33
1/2/2017,0.33
1/9/2017,0.33
1/16/2017,0.33
1/23/2017,0.33
1/30/2017,0.33
2/6/2017,0.33
2/13/2017,0.33
2/20/2017,0.33
2/27/2017,0.33
3/6/2017,0.33
3/13/2017,0.33
3/20/2017,0.32
3/27/2017,0.31
4/3/2017,0.3
4/10/2017,0.3
4/17/2017,0.3
4/24/2017,0.3
5/1/2017,0.31
5/8/2017,0.31
5/15/2017,0.31
5/22/2017,0.31
5/29/2017,0.31
6/5/2017,0.31
6/12/2017,0.32
6/19/2017,0.32
6/26/2017,0.32
7/3/2017,0.31
7/10/2017,0.31
7/17/2017,0.31
7/24/2017,0.31
7/31/2017,0.32
8/7/2017,0.32
8/14/2017,0.31
8/21/2017,0.32
8/28/2017,0.33
9/4/2017,0.33
9/11/2017,0.34
9/18/2017,0.35
9/25/2017,0.34
10/2/2017,0.34
10/9/2017,0.33
10/16/2017,0.33
10/23/2017,0.33
10/30/2017,0.32
11/6/2017,0.33
11/13/2017,0.33
11/20/2017,0.33
11/27/2017,0.34
12/4/2017,0.34
12/11/2017,0.34
12/18/2017,0.34
12/25/2017,0.33
1/1/2018,0.34
1/8/2018,0.34
1/15/2018,0.34
1/22/2018,0.34
1/29/2018,0.34
2/5/2018,0.34
2/12/2018,0.33
2/19/2018,0.34
2/26/2018,0.33
3/5/2018,0.33
3/12/2018,0.33
3/19/2018,0.32
3/26/2018,0.32
4/2/2018,0.31
4/9/2018,0.31
4/16/2018,0.3
4/23/2018,0.31
4/30/2018,0.31
5/7/2018,0.32
5/14/2018,0.32
5/21/2018,0.32
5/28/2018,0.33
6/4/2018,0.32
6/11/2018,0.32
6/18/2018,0.32
6/25/2018,0.32
7/2/2018,0.32
7/9/2018,0.32
7/16/2018,0.32
7/23/2018,0.32
7/30/2018,0.32
8/6/2018,0.32
8/13/2018,0.33
8/20/2018,0.33
8/27/2018,0.34
9/3/2018,0.34
9/10/2018,0.35
9/17/2018,0.35
9/24/2018,0.35
10/1/2018,0.35
10/8/2018,0.35
10/15/2018,0.35
10/22/2018,0.35
10/29/2018,0.35
11/5/2018,0.34
11/12/2018,0.35
11/19/2018,0.35
11/26/2018,0.36
12/3/2018,0.37
12/10/2018,0.39
12/17/2018,0.38
12/24/2018,0.37
12/31/2018,0.37
1/7/2019,0.38
1/14/2019,0.38
1/21/2019,0.37
1/28/2019,0.38
2/4/2019,0.38
2/11/2019,0.38
2/18/2019,0.39
2/25/2019,0.39
3/4/2019,0.38
3/11/2019,0.38
3/18/2019,0.37
3/25/2019,0.37
4/1/2019,0.35
4/8/2019,0.34
4/15/2019,0.34
4/22/2019,0.34
4/29/2019,
5/6/2019,
5/13/2019,
5/20/2019,
5/27/2019,
6/3/2019,
6/10/2019,
6/17/2019,
6/24/2019,0.34
7/1/2019,0.34
7/8/2019,0.34
7/15/2019,0.34
7/22/2019,0.34
7/29/2019,0.34
8/5/2019,0.34
8/12/2019,0.35
8/19/2019,0.35
8/26/2019,0.35
9/2/2019,
9/9/2019,0.35
9/16/2019,0.36
9/23/2019,0.36
9/30/2019,0.36
10/7/2019,0.36
10/14/2019,0.36
10/21/2019,0.35
10/28/2019,0.35
11/4/2019,0.35
11/11/2019,
11/18/2019,
11/25/2019,
11/2/2019,0.33
11/9/2019,0.33
11/16/2019,0.32
11/23/2019,0.34
11/30/2019,0.34
1/6/2020,0.32
1/13/2020,0.32
1/20/2020,0.32
1/27/2020,0.32
2/3/2020,0.32
2/10/2020,0.32
2/17/2020,0.32
2/24/2020,0.32
3/2/2020,0.32
3/9/2020,0.32
3/16/2020,0.32
3/23/2020,0.32
