Date,Harga Ladang
5/16/2011,0.29
5/23/2011,0.29
5/30/2011,0.29
6/6/2011,0.29
6/13/2011,0.3
6/20/2011,0.3
6/27/2011,0.3
7/4/2011,0.3
7/11/2011,0.31
7/18/2011,0.31
7/25/2011,0.31
8/1/2011,0.31
8/8/2011,0.28
8/15/2011,0.3
8/22/2011,0.31
8/29/2011,0.31
9/5/2011,0.29
9/12/2011,0.28
9/19/2011,0.27
9/26/2011,0.28
10/3/2011,0.28
10/10/2011,0.29
10/17/2011,0.3
10/24/2011,0.3
10/31/2011,0.31
11/7/2011,0.32
11/14/2011,0.32
11/21/2011,0.32
11/28/2011,0.31
12/5/2011,0.31
12/12/2011,0.31
12/19/2011,0.31
12/26/2011,0.31
1/2/2012,0.31
1/9/2012,0.31
1/16/2012,0.31
1/23/2012,0.3
1/30/2012,0.31
2/6/2012,0.31
2/13/2012,0.3
2/20/2012,0.3
2/27/2012,0.29
3/5/2012,0.29
3/12/2012,0.29
3/19/2012,0.28
3/26/2012,0.28
4/2/2012,0.28
4/9/2012,0.26
4/16/2012,0.26
4/23/2012,0.27
4/30/2012,0.27
5/7/2012,0.28
5/14/2012,0.27
5/21/2012,0.28
5/28/2012,0.28
6/4/2012,0.28
6/11/2012,0.28
6/18/2012,0.27
6/25/2012,0.27
7/2/2012,0.28
7/9/2012,0.29
7/16/2012,0.29
7/23/2012,0.29
7/30/2012,0.28
8/6/2012,0.28
8/13/2012,0.28
8/20/2012,0.28
8/27/2012,0.28
9/3/2012,0.29
9/10/2012,0.29
9/17/2012,0.3
9/24/2012,0.3
10/1/2012,0.31
10/8/2012,0.31
10/15/2012,0.31
10/22/2012,0.32
10/29/2012,0.32
11/5/2012,0.31
11/12/2012,0.31
11/19/2012,0.31
11/26/2012,0.3
12/3/2012,0.3
12/10/2012,0.3
12/17/2012,0.31
12/24/2012,0.3
12/31/2012,0.32
1/7/2013,0.32
1/14/2013,0.32
1/21/2013,0.32
1/28/2013,0.32
2/4/2013,0.32
2/11/2013,0.31
2/18/2013,0.31
2/25/2013,0.31
3/4/2013,0.32
3/11/2013,0.32
3/18/2013,0.32
3/25/2013,0.31
4/1/2013,0.31
4/8/2013,0.31
4/15/2013,0.31
4/22/2013,0.31
4/29/2013,0.31
5/6/2013,0.31
5/13/2013,0.31
5/20/2013,0.31
5/27/2013,0.32
6/3/2013,0.32
6/10/2013,0.32
6/17/2013,0.32
6/24/2013,0.32
7/1/2013,0.32
7/8/2013,0.32
7/15/2013,0.32
7/22/2013,0.32
7/29/2013,0.32
8/5/2013,0.31
8/12/2013,0.31
8/19/2013,0.31
8/26/2013,0.31
9/2/2013,0.32
9/9/2013,0.32
9/16/2013,0.32
9/23/2013,0.32
9/30/2013,0.32
10/7/2013,0.32
10/14/2013,0.32
10/21/2013,0.33
10/28/2013,0.32
11/4/2013,0.31
11/11/2013,0.33
11/18/2013,0.32
11/25/2013,0.33
12/2/2013,0.33
12/9/2013,0.32
12/16/2013,0.33
12/23/2013,0.32
12/30/2013,0.32
1/6/2014,0.33
1/13/2014,0.33
1/20/2014,0.32
1/27/2014,0.31
2/3/2014,0.31
2/10/2014,0.31
2/17/2014,0.31
2/24/2014,0.33
3/3/2014,0.32
3/10/2014,0.32
3/17/2014,0.33
3/24/2014,0.32
3/31/2014,0.32
4/7/2014,0.31
4/14/2014,0.29
4/21/2014,0.3
4/28/2014,0.3
5/5/2014,0.3
5/12/2014,0.31
5/19/2014,0.32
5/26/2014,0.33
6/2/2014,0.33
6/9/2014,0.32
6/16/2014,0.32
6/23/2014,0.32
6/30/2014,0.32
7/7/2014,0.32
7/14/2014,0.33
7/21/2014,0.3
7/28/2014,0.29
8/4/2014,0.31
8/11/2014,0.31
8/18/2014,0.32
8/25/2014,0.31
9/1/2014,0.31
9/8/2014,0.32
9/15/2014,0.32
9/22/2014,0.31
9/29/2014,0.32
10/6/2014,0.31
10/13/2014,0.32
10/20/2014,0.3
10/27/2014,0.32
11/3/2014,0.33
11/10/2014,0.33
11/17/2014,0.34
11/24/2014,0.34
12/1/2014,0.35
12/8/2014,0.34
12/15/2014,0.35
12/22/2014,0.32
12/29/2014,0.37
1/5/2015,0.37
1/12/2015,0.37
1/19/2015,0.37
1/26/2015,0.37
2/2/2015,0.37
2/9/2015,0.36
2/16/2015,0.34
2/23/2015,0.36
3/2/2015,0.35
3/9/2015,0.36
3/16/2015,0.35
3/23/2015,0.34
3/30/2015,0.33
4/6/2015,0.33
4/13/2015,0.33
4/20/2015,0.33
4/27/2015,0.33
5/4/2015,0.33
5/11/2015,0.32
5/18/2015,0.31
5/25/2015,0.31
6/1/2015,0.31
6/8/2015,0.31
6/15/2015,0.31
6/22/2015,0.31
6/29/2015,0.31
7/6/2015,0.31
7/13/2015,0.31
7/20/2015,0.31
7/27/2015,0.31
8/3/2015,0.31
8/10/2015,0.31
8/17/2015,0.32
8/24/2015,0.32
8/31/2015,0.32
9/7/2015,0.33
9/14/2015,0.33
9/21/2015,0.33
9/28/2015,0.32
10/5/2015,0.34
10/12/2015,0.34
10/19/2015,0.34
10/26/2015,0.34
11/2/2015,0.34
11/9/2015,0.32
11/16/2015,0.32
11/23/2015,0.33
11/30/2015,0.33
12/7/2015,0.33
12/14/2015,0.33
12/21/2015,0.33
12/28/2015,0.32
1/4/2016,0.32
1/11/2016,0.31
1/18/2016,0.32
1/25/2016,0.32
2/1/2016,0.32
2/8/2016,0.32
2/15/2016,0.32
2/22/2016,0.32
2/29/2016,0.32
3/7/2016,0.32
3/14/2016,0.32
3/21/2016,0.32
3/28/2016,0.32
4/4/2016,0.31
4/11/2016,0.31
4/18/2016,0.31
4/25/2016,0.31
5/2/2016,0.32
5/9/2016,0.32
5/16/2016,0.33
5/23/2016,0.33
5/30/2016,0.33
6/6/2016,0.34
6/13/2016,0.32
6/20/2016,0.32
6/27/2016,0.32
7/4/2016,0.31
7/11/2016,0.32
7/18/2016,0.31
7/25/2016,0.31
8/1/2016,0.32
8/8/2016,0.33
8/15/2016,0.33
8/22/2016,0.33
8/29/2016,0.33
9/5/2016,0.33
9/12/2016,0.33
9/19/2016,0.33
9/26/2016,0.32
10/3/2016,0.32
10/10/2016,0.34
10/17/2016,0.32
10/24/2016,0.32
10/31/2016,0.31
11/7/2016,0.32
11/14/2016,0.32
11/21/2016,0.32
11/28/2016,0.32
12/5/2016,0.32
12/12/2016,0.32
12/19/2016,0.31
12/26/2016,0.32
1/2/2017,0.32
1/9/2017,0.32
1/16/2017,0.32
1/23/2017,0.32
1/30/2017,0.32
2/6/2017,0.32
2/13/2017,0.32
2/20/2017,0.32
2/27/2017,0.32
3/6/2017,0.32
3/13/2017,0.32
3/20/2017,0.31
3/27/2017,0.3
4/3/2017,0.29
4/10/2017,0.29
4/17/2017,0.29
4/24/2017,0.29
5/1/2017,0.3
5/8/2017,0.3
5/15/2017,0.3
5/22/2017,0.3
5/29/2017,0.3
6/5/2017,0.3
6/12/2017,0.3
6/19/2017,0.3
6/26/2017,0.3
7/3/2017,0.3
7/10/2017,0.29
7/17/2017,0.3
7/24/2017,0.3
7/31/2017,0.3
8/7/2017,0.3
8/14/2017,0.31
8/21/2017,0.31
8/28/2017,0.32
9/4/2017,0.32
9/11/2017,0.33
9/18/2017,0.33
9/25/2017,0.33
10/2/2017,0.32
10/9/2017,0.32
10/16/2017,0.31
10/23/2017,0.32
10/30/2017,0.31
11/6/2017,0.31
11/13/2017,0.31
11/20/2017,0.32
11/27/2017,0.32
12/4/2017,0.32
12/11/2017,0.33
12/18/2017,0.33
12/25/2017,0.32
1/1/2018,0.33
1/8/2018,0.33
1/15/2018,0.33
1/22/2018,0.33
1/29/2018,0.33
2/5/2018,0.33
2/12/2018,0.32
2/19/2018,0.32
2/26/2018,0.32
3/5/2018,0.32
3/12/2018,0.32
3/19/2018,0.31
3/26/2018,0.3
4/2/2018,0.3
4/9/2018,0.3
4/16/2018,0.29
4/23/2018,0.29
4/30/2018,0.3
5/7/2018,0.31
5/14/2018,0.31
5/21/2018,0.31
5/28/2018,0.31
6/4/2018,0.31
6/11/2018,0.3
6/18/2018,0.3
6/25/2018,0.3
7/2/2018,0.3
7/9/2018,0.31
7/16/2018,0.31
7/23/2018,0.31
7/30/2018,0.31
8/6/2018,0.31
8/13/2018,0.32
8/20/2018,0.32
8/27/2018,0.32
9/3/2018,0.33
9/10/2018,0.33
9/17/2018,0.33
9/24/2018,0.34
10/1/2018,0.33
10/8/2018,0.34
10/15/2018,0.34
10/22/2018,0.34
10/29/2018,0.33
11/5/2018,0.33
11/12/2018,0.34
11/19/2018,0.34
11/26/2018,0.35
12/3/2018,0.35
12/10/2018,0.37
12/17/2018,0.36
12/24/2018,0.36
12/31/2018,0.36
1/7/2019,0.36
1/14/2019,0.36
1/21/2019,0.36
1/28/2019,0.37
2/4/2019,0.37
2/11/2019,0.37
2/18/2019,0.39
2/25/2019,0.37
3/4/2019,0.37
3/11/2019,0.37
3/18/2019,0.36
3/25/2019,0.36
4/1/2019,0.34
4/8/2019,0.33
4/15/2019,0.33
4/22/2019,0.33
4/29/2019,
5/6/2019,
5/13/2019,
5/20/2019,
5/27/2019,
6/3/2019,
6/10/2019,
6/17/2019,
6/24/2019,0.33
7/1/2019,0.33
7/8/2019,0.33
7/15/2019,0.32
7/22/2019,0.32
7/29/2019,0.33
8/5/2019,0.33
8/12/2019,0.33
8/19/2019,0.34
8/26/2019,0.34
9/2/2019,
9/9/2019,0.34
9/16/2019,0.34
9/23/2019,0.34
9/30/2019,0.34
10/7/2019,0.34
10/14/2019,0.34
10/21/2019,0.33
10/28/2019,0.34
11/4/2019,0.33
11/11/2019,
11/18/2019,
11/25/2019,
11/2/2019,0.31
11/9/2019,0.31
11/16/2019,0.31
11/23/2019,0.32
11/30/2019,0.32
1/6/2020,0.31
1/13/2020,0.31
1/20/2020,0.31
1/27/2020,0.31
2/3/2020,0.31
2/10/2020,0.3
2/17/2020,0.3
2/24/2020,0.3
3/2/2020,0.3
3/9/2020,0.3
3/16/2020,0.3
3/23/2020,0.31
